claim_id,exact_claim_text,claim_type,section,figure,dataset,consumer,backbone,experimental_protocol,source_script,source_artifact,sample_unit,n,effect_size,confidence_interval,raw_p,multiple_testing_family,corrected_p,status,notes
DRAFT-P0009,"Figure 1 — The problem, the difference, and the effect. (a) One record is read by consumers with unrelated read-outs; memory systems provision it without asking which reader it is for. (b) Prior practice moves along the byte axis (grey arrow). At matched capacity the indexing axis is worth 13.9× to a world model, and 64× more object-referenced bits are worth nothing. (c) The causal test: identical payload, cells reordered per video. The loss is 20.7× for the world model and nil for the planner — the requirement is reader-specific, not a byte budget.",exploratory,draft prose,Figure 1,synthetic serving,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/mp_store.py; audit_workspace/source/legacy/mt_store.py,DOCX paragraph 9; extracted/draft.txt; mp_store2.json; mt_store.json,run / synthetic trace,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-P0030,"The distinction is not that prior methods are unaware that different tasks need different things. It is that their provisioning signal is a scalar, so the reference frame is not a variable they have. Our contribution is to show that this missing variable dominates the one they do have, for one specific and important class of reader.",exploratory,draft prose,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,DOCX paragraph 30; extracted/draft.txt; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-P0033,The quantity to optimise is not reconstruction error but the error the reader makes when it consumes the record instead of the world.,exploratory,draft prose,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,DOCX paragraph 33; extracted/draft.txt; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-P0038,"R_c(eps) = argmin_e bytes(e) subject to D_c(e, 0) <= eps",exploratory,draft prose,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,DOCX paragraph 38; extracted/draft.txt; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-P0042,"Delta staleness, in frames L_c the consumer's own loss",exploratory,draft prose,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,DOCX paragraph 42; extracted/draft.txt; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-P0045,"Equivalent age converts lossiness into staleness: how old a lossless record would have to be to hurt this reader as much as this lossy one does now. Observation age is how stale a fresh look already is on arrival, given actuation time tau.",exploratory,draft prose,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,DOCX paragraph 45; extracted/draft.txt; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-P0055,"Both quantities are in frames, which is what makes the comparison meaningful without a cost model. The rule carries no cost term — a measurement, not a simplification (§6.3).",exploratory,draft prose,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,DOCX paragraph 55; extracted/draft.txt; q1q3_all90.json; e21_clip.json,video,,,,,,,NOT_SUPPORTED,Overclaimed; see RESULTS_AUDIT.md for protocol and statistical corrections.
DRAFT-P0056,"Equivalent age is not separable. Fitting A_c(e, Delta) = Delta + b_c(e) puts the slope within ±25% of 1 in only 11 of 20 cells (range 0.005–1.291, median R² = 0.993 — structure, not noise). A runtime must carry the table, not an offset.",exploratory,draft prose,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,DOCX paragraph 56; extracted/draft.txt; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-P0058,A payload is bits under an addressing convention. Scene-referenced records index features by position in the image; object-referenced records index them relative to the object's own extent.,exploratory,draft prose,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,DOCX paragraph 58; extracted/draft.txt; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-P0066,FRAME turns the theory into a runtime. A memory request arrives carrying the identity of the consumer that issued it; everything else is a table lookup plus one comparison.,exploratory,draft prose,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,DOCX paragraph 66; extracted/draft.txt; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-P0074,Delta <- age(r) // already known to the runtime,exploratory,draft prose,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,DOCX paragraph 74; extracted/draft.txt; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-P0075,"a <- A_c(tier, Delta) // table lookup, no estimation",exploratory,draft prose,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,DOCX paragraph 75; extracted/draft.txt; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-P0076,"tau <- travel(p, displacement(r)) // trapezoidal profile",exploratory,draft prose,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,DOCX paragraph 76; extracted/draft.txt; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-P0077,"// three channels, not two (S6.9): reading a stale copy raw is dominated",exploratory,draft prose,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,DOCX paragraph 77; extracted/draft.txt; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-P0078,"cand = { imagine : A_c(tier, 0), // roll the copy forward Delta steps",exploratory,draft prose,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,DOCX paragraph 78; extracted/draft.txt; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
